"Timestamp","rainfall_in_mm","rain_station"
"01/01/2025 09:00:00",13.2,"Edinburgh average"
"01/02/2025 09:00:00",3.2,"Edinburgh average"
"01/03/2025 09:00:00",0,"Edinburgh average"
"01/04/2025 09:00:00",0,"Edinburgh average"
"01/05/2025 09:00:00",0,"Edinburgh average"
"01/06/2025 09:00:00",1,"Edinburgh average"
"01/07/2025 09:00:00",2.9,"Edinburgh average"
"01/08/2025 09:00:00",0,"Edinburgh average"
"01/09/2025 09:00:00",0.7,"Edinburgh average"
"01/10/2025 09:00:00",3.1,"Edinburgh average"
"01/11/2025 09:00:00",1.1,"Edinburgh average"
"01/12/2024 09:00:00",4,"Edinburgh average"
"02/01/2025 09:00:00",0,"Edinburgh average"
"02/02/2025 09:00:00",0,"Edinburgh average"
"02/03/2025 09:00:00",0,"Edinburgh average"
"02/04/2025 09:00:00",0,"Edinburgh average"
"02/05/2025 09:00:00",0.1,"Edinburgh average"
"02/06/2025 09:00:00",6.5,"Edinburgh average"
"02/07/2025 09:00:00",11.9,"Edinburgh average"
"02/08/2025 09:00:00",0.7,"Edinburgh average"
"02/09/2025 09:00:00",2.3,"Edinburgh average"
"02/10/2025 09:00:00",4,"Edinburgh average"
"02/11/2025 09:00:00",3.7,"Edinburgh average"
"02/12/2024 09:00:00",0.1,"Edinburgh average"
"03/01/2025 09:00:00",0.9,"Edinburgh average"
"03/02/2025 09:00:00",1.8,"Edinburgh average"
"03/03/2025 09:00:00",0,"Edinburgh average"
"03/04/2025 09:00:00",0,"Edinburgh average"
"03/05/2025 09:00:00",0,"Edinburgh average"
"03/06/2025 09:00:00",2.5,"Edinburgh average"
"03/07/2025 09:00:00",1.8,"Edinburgh average"
"03/08/2025 09:00:00",7.4,"Edinburgh average"
"03/09/2025 09:00:00",5.4,"Edinburgh average"
"03/10/2025 09:00:00",19.2,"Edinburgh average"
"03/11/2025 09:00:00",4.8,"Edinburgh average"
"03/12/2024 09:00:00",2.7,"Edinburgh average"
"04/01/2025 09:00:00",0.4,"Edinburgh average"
"04/02/2025 09:00:00",4.7,"Edinburgh average"
"04/03/2025 09:00:00",0.3,"Edinburgh average"
"04/04/2025 09:00:00",0,"Edinburgh average"
"04/05/2025 09:00:00",0,"Edinburgh average"
"04/06/2025 09:00:00",0.5,"Edinburgh average"
"04/07/2025 09:00:00",0.8,"Edinburgh average"
"04/08/2025 09:00:00",0.7,"Edinburgh average"
"04/09/2025 09:00:00",0.1,"Edinburgh average"
"04/10/2025 09:00:00",0,"Edinburgh average"
"04/11/2025 09:00:00",4.6,"Edinburgh average"
"04/12/2024 09:00:00",4.3,"Edinburgh average"
"05/01/2025 09:00:00",13.3,"Edinburgh average"
"05/02/2025 09:00:00",0.3,"Edinburgh average"
"05/03/2025 09:00:00",0.2,"Edinburgh average"
"05/04/2025 09:00:00",0,"Edinburgh average"
"05/05/2025 09:00:00",0,"Edinburgh average"
"05/06/2025 09:00:00",0,"Edinburgh average"
"05/07/2025 09:00:00",0.3,"Edinburgh average"
"05/08/2025 09:00:00",0,"Edinburgh average"
"05/09/2025 09:00:00",0,"Edinburgh average"
"05/10/2025 09:00:00",0,"Edinburgh average"
"05/11/2025 09:00:00",2.7,"Edinburgh average"
"05/12/2024 09:00:00",0.3,"Edinburgh average"
"06/01/2025 09:00:00",1.1,"Edinburgh average"
"06/02/2025 09:00:00",0,"Edinburgh average"
"06/03/2025 09:00:00",0,"Edinburgh average"
"06/04/2025 09:00:00",0,"Edinburgh average"
"06/05/2025 09:00:00",0,"Edinburgh average"
"06/06/2025 09:00:00",1,"Edinburgh average"
"06/07/2025 09:00:00",3,"Edinburgh average"
"06/08/2025 09:00:00",0.7,"Edinburgh average"
"06/09/2025 09:00:00",0,"Edinburgh average"
"06/10/2025 09:00:00",0,"Edinburgh average"
"06/11/2025 09:00:00",0.9,"Edinburgh average"
"06/12/2024 09:00:00",19,"Edinburgh average"
"07/01/2025 09:00:00",0,"Edinburgh average"
"07/02/2025 09:00:00",0.5,"Edinburgh average"
"07/03/2025 09:00:00",0.1,"Edinburgh average"
"07/04/2025 09:00:00",0,"Edinburgh average"
"07/05/2025 09:00:00",0,"Edinburgh average"
"07/06/2025 09:00:00",8.3,"Edinburgh average"
"07/07/2025 09:00:00",0,"Edinburgh average"
"07/08/2025 09:00:00",0,"Edinburgh average"
"07/09/2025 09:00:00",0.6,"Edinburgh average"
"07/10/2025 09:00:00",0.2,"Edinburgh average"
"07/11/2025 09:00:00",0.2,"Edinburgh average"
"07/12/2024 09:00:00",3.3,"Edinburgh average"
"08/01/2025 09:00:00",0,"Edinburgh average"
"08/02/2025 09:00:00",0.8,"Edinburgh average"
"08/03/2025 09:00:00",0.1,"Edinburgh average"
"08/04/2025 09:00:00",0,"Edinburgh average"
"08/05/2025 09:00:00",0,"Edinburgh average"
"08/06/2025 09:00:00",0.4,"Edinburgh average"
"08/07/2025 09:00:00",0.1,"Edinburgh average"
"08/08/2025 09:00:00",1,"Edinburgh average"
"08/09/2025 09:00:00",0,"Edinburgh average"
"08/10/2025 09:00:00",0,"Edinburgh average"
"08/11/2025 09:00:00",0,"Edinburgh average"
"08/12/2024 09:00:00",0,"Edinburgh average"
"09/01/2025 09:00:00",0,"Edinburgh average"
"09/02/2025 09:00:00",1.3,"Edinburgh average"
"09/03/2025 09:00:00",0,"Edinburgh average"
"09/04/2025 09:00:00",0,"Edinburgh average"
"09/05/2025 09:00:00",0,"Edinburgh average"
"09/06/2025 09:00:00",8.7,"Edinburgh average"
"09/07/2025 09:00:00",0,"Edinburgh average"
"09/08/2025 09:00:00",0,"Edinburgh average"
"09/09/2025 09:00:00",0,"Edinburgh average"
"09/10/2025 09:00:00",0,"Edinburgh average"
"09/11/2025 09:00:00",6.7,"Edinburgh average"
"09/12/2024 09:00:00",0,"Edinburgh average"
"10/01/2025 09:00:00",0,"Edinburgh average"
"10/02/2025 09:00:00",3.7,"Edinburgh average"
"10/03/2025 09:00:00",0.2,"Edinburgh average"
"10/04/2025 09:00:00",0.7,"Edinburgh average"
"10/05/2025 09:00:00",0,"Edinburgh average"
"10/06/2025 09:00:00",0,"Edinburgh average"
"10/07/2025 09:00:00",0,"Edinburgh average"
"10/08/2025 09:00:00",0.3,"Edinburgh average"
"10/09/2025 09:00:00",0.9,"Edinburgh average"
"10/10/2025 09:00:00",0,"Edinburgh average"
"10/11/2025 09:00:00",0,"Edinburgh average"
"10/12/2024 09:00:00",0.2,"Edinburgh average"
"11/01/2025 09:00:00",0.1,"Edinburgh average"
"11/02/2025 09:00:00",0.5,"Edinburgh average"
"11/03/2025 09:00:00",0,"Edinburgh average"
"11/04/2025 09:00:00",0,"Edinburgh average"
"11/05/2025 09:00:00",0,"Edinburgh average"
"11/06/2025 09:00:00",0,"Edinburgh average"
"11/07/2025 09:00:00",0,"Edinburgh average"
"11/08/2025 09:00:00",0.4,"Edinburgh average"
"11/09/2025 09:00:00",0.4,"Edinburgh average"
"11/10/2025 09:00:00",0,"Edinburgh average"
"11/11/2025 09:00:00",7.7,"Edinburgh average"
"11/12/2024 09:00:00",0,"Edinburgh average"
"12/01/2025 09:00:00",0.1,"Edinburgh average"
"12/02/2025 09:00:00",0.1,"Edinburgh average"
"12/03/2025 09:00:00",0,"Edinburgh average"
"12/04/2025 09:00:00",0,"Edinburgh average"
"12/05/2025 09:00:00",0,"Edinburgh average"
"12/06/2025 09:00:00",0,"Edinburgh average"
"12/07/2025 09:00:00",0,"Edinburgh average"
"12/08/2025 09:00:00",0,"Edinburgh average"
"12/09/2025 09:00:00",1.8,"Edinburgh average"
"12/10/2025 09:00:00",0.3,"Edinburgh average"
"12/11/2025 09:00:00",28.2,"Edinburgh average"
"12/12/2024 09:00:00",0.1,"Edinburgh average"
"13/01/2025 09:00:00",0.4,"Edinburgh average"
"13/02/2025 09:00:00",0.1,"Edinburgh average"
"13/03/2025 09:00:00",0.5,"Edinburgh average"
"13/04/2025 09:00:00",2.8,"Edinburgh average"
"13/05/2025 09:00:00",0,"Edinburgh average"
"13/06/2025 09:00:00",18,"Edinburgh average"
"13/07/2025 09:00:00",1.9,"Edinburgh average"
"13/08/2025 09:00:00",0.2,"Edinburgh average"
"13/09/2025 09:00:00",3.8,"Edinburgh average"
"13/10/2025 09:00:00",0.2,"Edinburgh average"
"13/11/2025 09:00:00",17.3,"Edinburgh average"
"13/12/2024 09:00:00",0,"Edinburgh average"
"14/01/2025 09:00:00",0,"Edinburgh average"
"14/02/2025 09:00:00",0.3,"Edinburgh average"
"14/03/2025 09:00:00",0,"Edinburgh average"
"14/04/2025 09:00:00",4.9,"Edinburgh average"
"14/05/2025 09:00:00",0,"Edinburgh average"
"14/06/2025 09:00:00",11.1,"Edinburgh average"
"14/07/2025 09:00:00",2.9,"Edinburgh average"
"14/08/2025 09:00:00",0,"Edinburgh average"
"14/09/2025 09:00:00",7.8,"Edinburgh average"
"14/10/2025 09:00:00",0.2,"Edinburgh average"
"14/11/2025 09:00:00",2,"Edinburgh average"
"14/12/2024 09:00:00",0.1,"Edinburgh average"
"15/01/2025 09:00:00",0,"Edinburgh average"
"15/02/2025 09:00:00",0.6,"Edinburgh average"
"15/03/2025 09:00:00",0,"Edinburgh average"
"15/04/2025 09:00:00",0.4,"Edinburgh average"
"15/05/2025 09:00:00",0,"Edinburgh average"
"15/06/2025 09:00:00",0,"Edinburgh average"
"15/07/2025 09:00:00",8.5,"Edinburgh average"
"15/08/2025 09:00:00",0,"Edinburgh average"
"15/09/2025 09:00:00",6.1,"Edinburgh average"
"15/10/2025 09:00:00",0,"Edinburgh average"
"15/11/2025 09:00:00",0,"Edinburgh average"
"15/12/2024 09:00:00",0.5,"Edinburgh average"
"16/01/2025 09:00:00",0,"Edinburgh average"
"16/02/2025 09:00:00",0,"Edinburgh average"
"16/03/2025 09:00:00",0.4,"Edinburgh average"
"16/04/2025 09:00:00",7.7,"Edinburgh average"
"16/05/2025 09:00:00",0,"Edinburgh average"
"16/06/2025 09:00:00",0,"Edinburgh average"
"16/07/2025 09:00:00",0,"Edinburgh average"
"16/08/2025 09:00:00",0,"Edinburgh average"
"16/09/2025 09:00:00",1.2,"Edinburgh average"
"16/10/2025 09:00:00",0,"Edinburgh average"
"16/11/2025 09:00:00",0,"Edinburgh average"
"16/12/2024 09:00:00",0.3,"Edinburgh average"
"17/01/2025 09:00:00",0,"Edinburgh average"
"17/02/2025 09:00:00",0.2,"Edinburgh average"
"17/03/2025 09:00:00",0,"Edinburgh average"
"17/04/2025 09:00:00",1,"Edinburgh average"
"17/05/2025 09:00:00",0,"Edinburgh average"
"17/06/2025 09:00:00",0,"Edinburgh average"
"17/07/2025 09:00:00",0.1,"Edinburgh average"
"17/08/2025 09:00:00",0,"Edinburgh average"
"17/09/2025 09:00:00",0,"Edinburgh average"
"17/10/2025 09:00:00",0,"Edinburgh average"
"17/11/2025 09:00:00",2.9,"Edinburgh average"
"17/12/2024 09:00:00",1.7,"Edinburgh average"
"18/01/2025 09:00:00",0,"Edinburgh average"
"18/02/2025 09:00:00",0.1,"Edinburgh average"
"18/03/2025 09:00:00",0,"Edinburgh average"
"18/04/2025 09:00:00",0.9,"Edinburgh average"
"18/05/2025 09:00:00",0,"Edinburgh average"
"18/06/2025 09:00:00",0,"Edinburgh average"
"18/07/2025 09:00:00",0.5,"Edinburgh average"
"18/08/2025 09:00:00",0.2,"Edinburgh average"
"18/09/2025 09:00:00",1.1,"Edinburgh average"
"18/10/2025 09:00:00",0.8,"Edinburgh average"
"18/11/2025 09:00:00",10.2,"Edinburgh average"
"18/12/2024 09:00:00",0,"Edinburgh average"
"19/01/2025 09:00:00",0,"Edinburgh average"
"19/02/2025 09:00:00",2.9,"Edinburgh average"
"19/03/2025 09:00:00",0,"Edinburgh average"
"19/04/2025 09:00:00",0,"Edinburgh average"
"19/05/2025 09:00:00",0,"Edinburgh average"
"19/06/2025 09:00:00",0,"Edinburgh average"
"19/07/2025 09:00:00",7.3,"Edinburgh average"
"19/08/2025 09:00:00",0.1,"Edinburgh average"
"19/09/2025 09:00:00",0.1,"Edinburgh average"
"19/10/2025 09:00:00",4.8,"Edinburgh average"
"19/11/2025 09:00:00",0,"Edinburgh average"
"19/12/2024 09:00:00",0,"Edinburgh average"
"20/01/2025 09:00:00",0,"Edinburgh average"
"20/02/2025 09:00:00",3.4,"Edinburgh average"
"20/03/2025 09:00:00",0,"Edinburgh average"
"20/04/2025 09:00:00",0.7,"Edinburgh average"
"20/05/2025 09:00:00",0,"Edinburgh average"
"20/06/2025 09:00:00",0,"Edinburgh average"
"20/07/2025 09:00:00",1.8,"Edinburgh average"
"20/08/2025 09:00:00",0,"Edinburgh average"
"20/09/2025 09:00:00",1.1,"Edinburgh average"
"20/10/2025 09:00:00",0.8,"Edinburgh average"
"20/11/2025 09:00:00",0,"Edinburgh average"
"20/12/2024 09:00:00",1.1,"Edinburgh average"
"21/01/2025 09:00:00",0,"Edinburgh average"
"21/02/2025 09:00:00",1.9,"Edinburgh average"
"21/03/2025 09:00:00",0.6,"Edinburgh average"
"21/04/2025 09:00:00",0.4,"Edinburgh average"
"21/05/2025 09:00:00",0,"Edinburgh average"
"21/06/2025 09:00:00",1.6,"Edinburgh average"
"21/07/2025 09:00:00",6.3,"Edinburgh average"
"21/08/2025 09:00:00",0,"Edinburgh average"
"21/09/2025 09:00:00",0,"Edinburgh average"
"21/10/2025 09:00:00",0.1,"Edinburgh average"
"21/12/2024 09:00:00",3.4,"Edinburgh average"
"22/01/2025 09:00:00",0.1,"Edinburgh average"
"22/02/2025 09:00:00",0.6,"Edinburgh average"
"22/03/2025 09:00:00",8.3,"Edinburgh average"
"22/04/2025 09:00:00",0,"Edinburgh average"
"22/05/2025 09:00:00",0,"Edinburgh average"
"22/06/2025 09:00:00",2.8,"Edinburgh average"
"22/07/2025 09:00:00",0,"Edinburgh average"
"22/08/2025 09:00:00",0,"Edinburgh average"
"22/09/2025 09:00:00",0,"Edinburgh average"
"22/10/2025 09:00:00",0,"Edinburgh average"
"22/11/2024 09:00:00",2.1,"Edinburgh average"
"22/12/2024 09:00:00",0,"Edinburgh average"
"23/01/2025 09:00:00",2.9,"Edinburgh average"
"23/02/2025 09:00:00",1.2,"Edinburgh average"
"23/03/2025 09:00:00",0,"Edinburgh average"
"23/04/2025 09:00:00",0,"Edinburgh average"
"23/05/2025 09:00:00",6.2,"Edinburgh average"
"23/06/2025 09:00:00",0.3,"Edinburgh average"
"23/07/2025 09:00:00",0,"Edinburgh average"
"23/08/2025 09:00:00",0,"Edinburgh average"
"23/09/2025 09:00:00",0,"Edinburgh average"
"23/10/2025 09:00:00",0,"Edinburgh average"
"23/11/2024 09:00:00",16.2,"Edinburgh average"
"23/12/2024 09:00:00",0.1,"Edinburgh average"
"24/01/2025 09:00:00",8.2,"Edinburgh average"
"24/02/2025 09:00:00",3.2,"Edinburgh average"
"24/03/2025 09:00:00",0,"Edinburgh average"
"24/04/2025 09:00:00",0,"Edinburgh average"
"24/05/2025 09:00:00",6.9,"Edinburgh average"
"24/06/2025 09:00:00",0,"Edinburgh average"
"24/07/2025 09:00:00",0,"Edinburgh average"
"24/08/2025 09:00:00",0,"Edinburgh average"
"24/09/2025 09:00:00",0,"Edinburgh average"
"24/10/2025 09:00:00",3.1,"Edinburgh average"
"24/11/2024 09:00:00",0.4,"Edinburgh average"
"24/12/2024 09:00:00",0,"Edinburgh average"
"25/01/2025 09:00:00",4.2,"Edinburgh average"
"25/02/2025 09:00:00",0.7,"Edinburgh average"
"25/03/2025 09:00:00",0,"Edinburgh average"
"25/04/2025 09:00:00",0.8,"Edinburgh average"
"25/05/2025 09:00:00",1.9,"Edinburgh average"
"25/06/2025 09:00:00",5.2,"Edinburgh average"
"25/07/2025 09:00:00",0,"Edinburgh average"
"25/08/2025 09:00:00",0.3,"Edinburgh average"
"25/09/2025 09:00:00",0,"Edinburgh average"
"25/10/2025 09:00:00",0,"Edinburgh average"
"25/11/2024 09:00:00",0.3,"Edinburgh average"
"25/12/2024 09:00:00",0,"Edinburgh average"
"26/01/2025 09:00:00",3.5,"Edinburgh average"
"26/02/2025 09:00:00",0.5,"Edinburgh average"
"26/03/2025 09:00:00",0,"Edinburgh average"
"26/04/2025 09:00:00",0,"Edinburgh average"
"26/05/2025 09:00:00",5.6,"Edinburgh average"
"26/06/2025 09:00:00",0.1,"Edinburgh average"
"26/07/2025 09:00:00",2.5,"Edinburgh average"
"26/08/2025 09:00:00",0.6,"Edinburgh average"
"26/09/2025 09:00:00",0,"Edinburgh average"
"26/10/2025 09:00:00",2.1,"Edinburgh average"
"26/11/2024 09:00:00",2.4,"Edinburgh average"
"26/12/2024 09:00:00",0.1,"Edinburgh average"
"27/01/2025 09:00:00",5.3,"Edinburgh average"
"27/02/2025 09:00:00",0,"Edinburgh average"
"27/03/2025 09:00:00",8.9,"Edinburgh average"
"27/04/2025 09:00:00",0,"Edinburgh average"
"27/05/2025 09:00:00",0.6,"Edinburgh average"
"27/06/2025 09:00:00",1.2,"Edinburgh average"
"27/07/2025 09:00:00",0.3,"Edinburgh average"
"27/08/2025 09:00:00",1.4,"Edinburgh average"
"27/09/2025 09:00:00",4.2,"Edinburgh average"
"27/10/2025 09:00:00",2.6,"Edinburgh average"
"27/11/2024 09:00:00",0,"Edinburgh average"
"27/12/2024 09:00:00",0,"Edinburgh average"
"28/01/2025 09:00:00",0,"Edinburgh average"
"28/02/2025 09:00:00",0,"Edinburgh average"
"28/03/2025 09:00:00",1.9,"Edinburgh average"
"28/04/2025 09:00:00",0,"Edinburgh average"
"28/05/2025 09:00:00",5.4,"Edinburgh average"
"28/06/2025 09:00:00",0,"Edinburgh average"
"28/07/2025 09:00:00",0,"Edinburgh average"
"28/08/2025 09:00:00",0.9,"Edinburgh average"
"28/09/2025 09:00:00",0.1,"Edinburgh average"
"28/10/2025 09:00:00",2.1,"Edinburgh average"
"28/11/2024 09:00:00",1,"Edinburgh average"
"28/12/2024 09:00:00",0.3,"Edinburgh average"
"29/01/2025 09:00:00",0.1,"Edinburgh average"
"29/03/2025 09:00:00",1.3,"Edinburgh average"
"29/04/2025 09:00:00",0,"Edinburgh average"
"29/05/2025 09:00:00",0.3,"Edinburgh average"
"29/06/2025 09:00:00",0,"Edinburgh average"
"29/07/2025 09:00:00",0,"Edinburgh average"
"29/08/2025 09:00:00",1,"Edinburgh average"
"29/09/2025 09:00:00",0.1,"Edinburgh average"
"29/10/2025 09:00:00",0.4,"Edinburgh average"
"29/11/2024 09:00:00",0,"Edinburgh average"
"29/12/2024 09:00:00",0,"Edinburgh average"
"30/01/2025 09:00:00",0,"Edinburgh average"
"30/03/2025 09:00:00",0,"Edinburgh average"
"30/04/2025 09:00:00",0,"Edinburgh average"
"30/05/2025 09:00:00",1,"Edinburgh average"
"30/06/2025 09:00:00",0,"Edinburgh average"
"30/07/2025 09:00:00",0,"Edinburgh average"
"30/08/2025 09:00:00",3.5,"Edinburgh average"
"30/09/2025 09:00:00",3,"Edinburgh average"
"30/10/2025 09:00:00",2.4,"Edinburgh average"
"30/11/2024 09:00:00",0.9,"Edinburgh average"
"30/12/2024 09:00:00",17.5,"Edinburgh average"
"31/01/2025 09:00:00",0,"Edinburgh average"
"31/03/2025 09:00:00",0,"Edinburgh average"
"31/05/2025 09:00:00",3.4,"Edinburgh average"
"31/07/2025 09:00:00",0,"Edinburgh average"
"31/08/2025 09:00:00",3.1,"Edinburgh average"
"31/10/2025 09:00:00",4.4,"Edinburgh average"
"31/12/2024 09:00:00",10.2,"Edinburgh average"
"22/11/2024 09:00:00",1.2,"Comiston"
"23/11/2024 09:00:00",18.6,"Comiston"
"24/11/2024 09:00:00",0.4,"Comiston"
"25/11/2024 09:00:00",0.4,"Comiston"
"26/11/2024 09:00:00",3.6,"Comiston"
"27/11/2024 09:00:00",0.2,"Comiston"
"28/11/2024 09:00:00",1.2,"Comiston"
"29/11/2024 09:00:00",0,"Comiston"
"30/11/2024 09:00:00",0.6,"Comiston"
"01/12/2024 09:00:00",3.4,"Comiston"
"02/12/2024 09:00:00",0.2,"Comiston"
"03/12/2024 09:00:00",3.4,"Comiston"
"04/12/2024 09:00:00",5.2,"Comiston"
"05/12/2024 09:00:00",0.2,"Comiston"
"06/12/2024 09:00:00",20.2,"Comiston"
"07/12/2024 09:00:00",3.4,"Comiston"
"08/12/2024 09:00:00",0,"Comiston"
"09/12/2024 09:00:00",0,"Comiston"
"10/12/2024 09:00:00",0,"Comiston"
"11/12/2024 09:00:00",0,"Comiston"
"12/12/2024 09:00:00",0.2,"Comiston"
"13/12/2024 09:00:00",0,"Comiston"
"14/12/2024 09:00:00",0.2,"Comiston"
"15/12/2024 09:00:00",0.8,"Comiston"
"16/12/2024 09:00:00",0.2,"Comiston"
"17/12/2024 09:00:00",2,"Comiston"
"18/12/2024 09:00:00",0,"Comiston"
"19/12/2024 09:00:00",0,"Comiston"
"20/12/2024 09:00:00",1.4,"Comiston"
"21/12/2024 09:00:00",3.2,"Comiston"
"22/12/2024 09:00:00",0,"Comiston"
"23/12/2024 09:00:00",0.2,"Comiston"
"24/12/2024 09:00:00",0,"Comiston"
"25/12/2024 09:00:00",0,"Comiston"
"26/12/2024 09:00:00",0,"Comiston"
"27/12/2024 09:00:00",0,"Comiston"
"28/12/2024 09:00:00",0.4,"Comiston"
"29/12/2024 09:00:00",0,"Comiston"
"30/12/2024 09:00:00",16.8,"Comiston"
"31/12/2024 09:00:00",10,"Comiston"
"01/01/2025 09:00:00",14.8,"Comiston"
"02/01/2025 09:00:00",0,"Comiston"
"03/01/2025 09:00:00",0.4,"Comiston"
"04/01/2025 09:00:00",0,"Comiston"
"05/01/2025 09:00:00",18.6,"Comiston"
"06/01/2025 09:00:00",0,"Comiston"
"07/01/2025 09:00:00",0,"Comiston"
"08/01/2025 09:00:00",0,"Comiston"
"09/01/2025 09:00:00",0,"Comiston"
"10/01/2025 09:00:00",0,"Comiston"
"11/01/2025 09:00:00",0.2,"Comiston"
"12/01/2025 09:00:00",0,"Comiston"
"13/01/2025 09:00:00",0.4,"Comiston"
"14/01/2025 09:00:00",0.2,"Comiston"
"15/01/2025 09:00:00",0,"Comiston"
"16/01/2025 09:00:00",0,"Comiston"
"17/01/2025 09:00:00",0,"Comiston"
"18/01/2025 09:00:00",0,"Comiston"
"19/01/2025 09:00:00",0,"Comiston"
"20/01/2025 09:00:00",0,"Comiston"
"21/01/2025 09:00:00",0,"Comiston"
"22/01/2025 09:00:00",0.2,"Comiston"
"23/01/2025 09:00:00",3,"Comiston"
"24/01/2025 09:00:00",10.4,"Comiston"
"25/01/2025 09:00:00",4.4,"Comiston"
"26/01/2025 09:00:00",4,"Comiston"
"27/01/2025 09:00:00",5.6,"Comiston"
"28/01/2025 09:00:00",0,"Comiston"
"29/01/2025 09:00:00",0,"Comiston"
"30/01/2025 09:00:00",0,"Comiston"
"31/01/2025 09:00:00",0,"Comiston"
"01/02/2025 09:00:00",4.2,"Comiston"
"02/02/2025 09:00:00",0,"Comiston"
"03/02/2025 09:00:00",1.8,"Comiston"
"04/02/2025 09:00:00",4.4,"Comiston"
"05/02/2025 09:00:00",0.2,"Comiston"
"06/02/2025 09:00:00",0,"Comiston"
"07/02/2025 09:00:00",0.8,"Comiston"
"08/02/2025 09:00:00",1.2,"Comiston"
"09/02/2025 09:00:00",1.4,"Comiston"
"10/02/2025 09:00:00",4.4,"Comiston"
"11/02/2025 09:00:00",0.4,"Comiston"
"12/02/2025 09:00:00",0,"Comiston"
"13/02/2025 09:00:00",0.2,"Comiston"
"14/02/2025 09:00:00",0.2,"Comiston"
"15/02/2025 09:00:00",0.6,"Comiston"
"16/02/2025 09:00:00",0,"Comiston"
"17/02/2025 09:00:00",0.2,"Comiston"
"18/02/2025 09:00:00",0.2,"Comiston"
"19/02/2025 09:00:00",4,"Comiston"
"20/02/2025 09:00:00",3.6,"Comiston"
"21/02/2025 09:00:00",1.4,"Comiston"
"22/02/2025 09:00:00",0.6,"Comiston"
"23/02/2025 09:00:00",1,"Comiston"
"24/02/2025 09:00:00",3.2,"Comiston"
"25/02/2025 09:00:00",0.4,"Comiston"
"26/02/2025 09:00:00",0.8,"Comiston"
"27/02/2025 09:00:00",0,"Comiston"
"28/02/2025 09:00:00",0,"Comiston"
"01/03/2025 09:00:00",0,"Comiston"
"02/03/2025 09:00:00",0,"Comiston"
"03/03/2025 09:00:00",0,"Comiston"
"04/03/2025 09:00:00",0.2,"Comiston"
"05/03/2025 09:00:00",0.2,"Comiston"
"06/03/2025 09:00:00",0,"Comiston"
"07/03/2025 09:00:00",0,"Comiston"
"08/03/2025 09:00:00",0.2,"Comiston"
"09/03/2025 09:00:00",0,"Comiston"
"10/03/2025 09:00:00",0,"Comiston"
"11/03/2025 09:00:00",0,"Comiston"
"12/03/2025 09:00:00",0.2,"Comiston"
"13/03/2025 09:00:00",0.6,"Comiston"
"14/03/2025 09:00:00",0,"Comiston"
"15/03/2025 09:00:00",0,"Comiston"
"16/03/2025 09:00:00",0.6,"Comiston"
"17/03/2025 09:00:00",0.2,"Comiston"
"18/03/2025 09:00:00",0,"Comiston"
"19/03/2025 09:00:00",0,"Comiston"
"20/03/2025 09:00:00",0,"Comiston"
"21/03/2025 09:00:00",0.8,"Comiston"
"22/03/2025 09:00:00",9.2,"Comiston"
"23/03/2025 09:00:00",0,"Comiston"
"24/03/2025 09:00:00",0,"Comiston"
"25/03/2025 09:00:00",0,"Comiston"
"26/03/2025 09:00:00",0,"Comiston"
"27/03/2025 09:00:00",8.4,"Comiston"
"28/03/2025 09:00:00",1.6,"Comiston"
"29/03/2025 09:00:00",1.4,"Comiston"
"30/03/2025 09:00:00",0,"Comiston"
"31/03/2025 09:00:00",0,"Comiston"
"01/04/2025 09:00:00",0,"Comiston"
"02/04/2025 09:00:00",0,"Comiston"
"03/04/2025 09:00:00",0,"Comiston"
"04/04/2025 09:00:00",0,"Comiston"
"05/04/2025 09:00:00",0,"Comiston"
"06/04/2025 09:00:00",0,"Comiston"
"07/04/2025 09:00:00",0,"Comiston"
"08/04/2025 09:00:00",0,"Comiston"
"09/04/2025 09:00:00",0,"Comiston"
"10/04/2025 09:00:00",0,"Comiston"
"11/04/2025 09:00:00",0,"Comiston"
"12/04/2025 09:00:00",0,"Comiston"
"13/04/2025 09:00:00",4.8,"Comiston"
"14/04/2025 09:00:00",7.4,"Comiston"
"15/04/2025 09:00:00",0.4,"Comiston"
"16/04/2025 09:00:00",9,"Comiston"
"17/04/2025 09:00:00",1.4,"Comiston"
"18/04/2025 09:00:00",0.6,"Comiston"
"19/04/2025 09:00:00",0,"Comiston"
"20/04/2025 09:00:00",0.2,"Comiston"
"21/04/2025 09:00:00",0.4,"Comiston"
"22/04/2025 09:00:00",0,"Comiston"
"23/04/2025 09:00:00",0,"Comiston"
"24/04/2025 09:00:00",0,"Comiston"
"25/04/2025 09:00:00",0.8,"Comiston"
"26/04/2025 09:00:00",0,"Comiston"
"27/04/2025 09:00:00",0,"Comiston"
"28/04/2025 09:00:00",0,"Comiston"
"29/04/2025 09:00:00",0,"Comiston"
"30/04/2025 09:00:00",0,"Comiston"
"01/05/2025 09:00:00",0,"Comiston"
"02/05/2025 09:00:00",0,"Comiston"
"03/05/2025 09:00:00",0,"Comiston"
"04/05/2025 09:00:00",0,"Comiston"
"05/05/2025 09:00:00",0,"Comiston"
"06/05/2025 09:00:00",0,"Comiston"
"07/05/2025 09:00:00",0,"Comiston"
"08/05/2025 09:00:00",0,"Comiston"
"09/05/2025 09:00:00",0,"Comiston"
"10/05/2025 09:00:00",0,"Comiston"
"11/05/2025 09:00:00",0,"Comiston"
"12/05/2025 09:00:00",0,"Comiston"
"13/05/2025 09:00:00",0,"Comiston"
